product_id,brand_name,price_usd,primary_category
P478270,Erno Laszlo,50.0,Skincare
P469829,Hourglass,198.0,Skincare
P505174,Estée Lauder,26.0,Skincare
P476571,Jack Black,38.0,Skincare
P460622,Dr. Brandt Skincare,165.0,Skincare
P505392,StriVectin,49.0,Skincare
P443842,The INKEY List,12.99,Skincare
P448802,The INKEY List,12.99,Skincare
P479841,fresh,69.0,Skincare
P500757,Peace Out,24.0,Skincare
P418624,KORA Organics,72.0,Skincare
P456211,goop,60.0,Skincare
P459300,goop,12.0,Skincare
P427410,The Ordinary,7.8,Skincare
P454120,Drunk Elephant,54.0,Skincare
P418629,Sunday Riley,22.0,Skincare
P474377,Tatcha,92.0,Skincare
P503191,Tatcha,22.0,Skincare
P473820,Estée Lauder,82.0,Skincare
P472028,Dior,85.0,Skincare
P384780,Josie Maran,56.0,Skincare
P423259,Dr. Jart+,52.0,Skincare
P385432,CLINIQUE,32.0,Skincare
P433444,Origins,37.0,Skincare
P431181,Isle of Paradise,32.0,Skincare
P426707,First Aid Beauty,36.0,Skincare
P12295,fresh,64.0,Skincare
P419223,Drunk Elephant,60.0,Skincare
P454378,fresh,54.0,Skincare
P436359,Glow Recipe,34.0,Skincare
P430146,Youth To The People,48.0,Skincare
P384539,First Aid Beauty,24.0,Skincare
P454383,Supergoop!,34.0,Skincare
P454384,Supergoop!,22.0,Skincare
P481831,St. Tropez,42.0,Skincare
P449175,belif,30.0,Skincare
P455236,Glow Recipe,22.0,Skincare
P470041,Lancôme,65.0,Skincare
P456566,OLEHENRIKSEN,71.0,Skincare
P454838,Kiehl's Since 1851,55.0,Skincare
P421276,Kate Somerville,76.0,Skincare
P188309,CLINIQUE,23.5,Skincare
P472050,OLEHENRIKSEN,51.0,Skincare
P411365,Murad,92.0,Skincare
P214002,REN Clean Skincare,52.0,Skincare
P395615,Caudalie,42.0,Skincare
P482535,Glow Recipe,42.0,Skincare
P411401,IT Cosmetics,49.5,Skincare
P460515,Drunk Elephant,14.0,Skincare
P462347,Drunk Elephant,14.0,Skincare
P471046,KORA Organics,62.0,Skincare
P455926,Shani Darden Skin Care,88.0,Skincare
P455927,Shani Darden Skin Care,30.0,Skincare
P447210,Biossance,56.0,Skincare
P188307,CLINIQUE,20.0,Skincare
P403817,CLINIQUE,32.0,Skincare
P375841,Lancôme,80.0,Skincare
P375853,SK-II,80.0,Skincare
P297551,Origins,32.0,Skincare
P442836,Skinfix,30.0,Skincare
P442744,Glow Recipe,29.0,Skincare
P466164,Youth To The People,69.0,Skincare
P375534,First Aid Beauty,28.0,Skincare
P440650,Murad,32.0,Skincare
P446942,The INKEY List,9.99,Skincare
P433443,belif,38.0,Skincare
P472468,Glow Recipe,40.0,Skincare
P457005,fresh,60.0,Skincare
P416139,Sunday Riley,65.0,Skincare
P469538,Sulwhasoo,89.0,Skincare
P476729,Sulwhasoo,25.0,Skincare
P454313,LANEIGE,34.0,Skincare
P409631,tarte,22.0,Skincare
P404793,MILK MAKEUP,39.0,Skincare
P453224,Biossance,65.0,Skincare
P475589,Origins,37.0,Skincare
P443830,The INKEY List,14.99,Skincare
P400203,Herbivore,74.0,Skincare
P479904,Herbivore,15.0,Skincare
P505346,Sulwhasoo,110.0,Skincare
P427411,The Ordinary,11.1,Skincare
P458755,Charlotte Tilbury,85.0,Skincare
P309310,Sunday Riley,35.0,Skincare
P474937,Caudalie,30.0,Skincare
P404322,Kate Somerville,44.0,Skincare
P448202,Shiseido,75.0,Skincare
P453930,Dermalogica,74.0,Skincare
P39970,fresh,15.0,Skincare
P463105,Shiseido,75.0,Skincare
P442838,Skinfix,44.0,Skincare
P411393,IT Cosmetics,35.0,Skincare
P481164,Shiseido,50.0,Skincare
P475921,Clarins,82.0,Skincare
P502656,IT Cosmetics,72.0,Skincare
P375850,SK-II,75.0,Skincare
P122881,CLINIQUE,20.0,Skincare
P467655,The INKEY List,9.99,Skincare
P440949,Alpha-H,56.0,Skincare
P501760,Glow Recipe,38.0,Skincare
P422022,Kiehl's Since 1851,65.0,Skincare
P455611,Kiehl's Since 1851,125.0,Skincare
P471025,Farmacy,48.0,Skincare
P217513,fresh,96.0,Skincare
P470259,Topicals,38.0,Skincare
P484080,Topicals,18.0,Skincare
P254720,Murad,39.0,Skincare
P257537,CLINIQUE,37.0,Skincare
P479318,Farmacy,44.0,Skincare
P377545,tarte,39.0,Skincare
P449180,Summer Fridays,68.0,Skincare
P4015,Murad,30.0,Skincare
P444718,The Ordinary,9.0,Skincare
P469213,OLEHENRIKSEN,52.0,Skincare
P431187,Farmacy,28.0,Skincare
P418872,OLEHENRIKSEN,35.0,Skincare
P447212,Dr. Barbara Sturm,320.0,Skincare
P454936,Dr. Barbara Sturm,110.0,Skincare
P481161,Shiseido,75.0,Skincare
P422007,Kiehl's Since 1851,30.0,Skincare
P479339,OLEHENRIKSEN,51.0,Skincare
P379707,Tata Harper,68.0,Skincare
P470536,Lancôme,95.0,Skincare
P419221,Drunk Elephant,36.0,Skincare
P442761,Sunday Riley,80.0,Skincare
P433521,Charlotte Tilbury,65.0,Skincare
P458576,Peter Thomas Roth,55.0,Skincare
P428416,Farmacy,12.0,Skincare
P461451,GUERLAIN,85.0,Skincare
P468409,SK-II,170.0,Skincare
P9940,Murad,68.0,Skincare
P482676,Farmacy,50.0,Skincare
P122762,CLINIQUE,23.5,Skincare
P459141,Farmacy,32.0,Skincare
P480301,Farmacy,16.0,Skincare
P447782,Dr. Barbara Sturm,150.0,Skincare
P454935,Dr. Barbara Sturm,60.0,Skincare
P471029,goop,58.0,Skincare
P122661,CLINIQUE,26.0,Skincare
P447781,Dr. Barbara Sturm,225.0,Skincare
P464233,Dr. Barbara Sturm,75.0,Skincare
P440934,Tatcha,24.0,Skincare
P429516,COOLA,48.0,Skincare
P471065,Peter Thomas Roth,23.0,Skincare
P4010,Murad,46.0,Skincare
P456126,MILK MAKEUP,30.0,Skincare
P455369,The INKEY List,15.99,Skincare
P467249,Fenty Skin,39.0,Skincare
P281835,GLO Science,159.0,Skincare
P394397,Murad,71.0,Skincare
P481739,Skinfix,48.0,Skincare
P454396,fresh,45.0,Skincare
P428100,Peter Thomas Roth,105.0,Skincare
P454084,Josie Maran,69.0,Skincare
P427412,The Ordinary,11.1,Skincare
P475543,Glow Recipe,45.0,Skincare
P468408,SK-II,145.0,Skincare
P467615,Dr. Jart+,42.0,Skincare
P460578,goop,98.0,Skincare
P471788,Murad,17.0,Skincare
P501254,Glow Recipe,40.0,Skincare
P387261,Peter Thomas Roth,60.0,Skincare
P469490,LANEIGE,25.0,Skincare
P505031,Benefit Cosmetics,44.0,Skincare
P423136,Dermalogica,42.0,Skincare
P432241,CLINIQUE,45.0,Skincare
P443700,Dermalogica,13.0,Skincare
P466122,fresh,44.0,Skincare
P416561,Biossance,54.0,Skincare
P470024,Drunk Elephant,82.0,Skincare
P188306,CLINIQUE,26.0,Skincare
P446423,Murad,38.0,Skincare
P427418,The Ordinary,11.7,Skincare
P472981,Lancôme,79.0,Skincare
P232906,Kate Somerville,76.0,Skincare
P505023,Benefit Cosmetics,39.0,Skincare
P471226,Caudalie,65.0,Skincare
P482693,LANEIGE,40.0,Skincare
P379710,Tata Harper,88.0,Skincare
P457517,fresh,25.0,Skincare
P444057,belif,30.0,Skincare
P467945,Dior,130.0,Skincare
P458900,Josie Maran,29.0,Skincare
P466117,Drunk Elephant,42.0,Skincare
P453824,Peter Thomas Roth,75.0,Skincare
P505009,Benefit Cosmetics,34.0,Skincare
P413326,Tatcha,30.0,Skincare
P455368,The INKEY List,15.99,Skincare
P381020,Caudalie,30.0,Skincare
P466673,Murad,83.0,Skincare
P455366,The INKEY List,12.99,Skincare
P470506,Augustinus Bader,70.0,Skincare
P443349,HUM Nutrition,40.0,Skincare
P461213,Wishful,43.0,Skincare
P442830,The Ordinary,10.0,Skincare
P454806,Dior,130.0,Skincare
P448852,Tower 28 Beauty,12.0,Skincare
P416562,Biossance,56.0,Skincare
P420699,Tatcha,70.0,Skincare
P432045,Algenist,29.0,Skincare
P456410,Biossance,34.0,Skincare
P466153,Summer Fridays,45.0,Skincare
P439928,Supergoop!,44.0,Skincare
P479125,Summer Fridays,17.0,Skincare
P448185,Dr. Jart+,49.0,Skincare
P471043,Josie Maran,42.0,Skincare
P416560,Biossance,32.0,Skincare
P448530,The Ordinary,13.3,Skincare
P467110,Biossance,65.0,Skincare
P34402,Murad,48.0,Skincare
P500245,ILIA,64.0,Skincare
P427638,Murad,71.0,Skincare
P466134,LANEIGE,35.0,Skincare
P460747,Herbivore,26.0,Skincare
P477830,Youth To The People,39.0,Skincare
P283106,Peter Thomas Roth,38.0,Skincare
P461165,goop,55.0,Skincare
P3550,Peter Thomas Roth,48.0,Skincare
P474078,Peter Thomas Roth,20.0,Skincare
P503726,Sunday Riley,65.0,Skincare
P436094,REN Clean Skincare,55.0,Skincare
P415667,Kate Somerville,44.0,Skincare
P396623,COOLA,36.0,Skincare
P232910,Kate Somerville,76.0,Skincare
P456417,KORRES,54.0,Skincare
P455934,Youth To The People,59.0,Skincare
P503634,Glow Recipe,28.0,Skincare
P454019,Dr. Jart+,35.0,Skincare
P477157,Farmacy,36.0,Skincare
P386754,HUM Nutrition,26.0,Skincare
P443370,Dermalogica,95.0,Skincare
P501029,Kiehl's Since 1851,85.0,Skincare
P443843,The INKEY List,9.99,Skincare
P232907,Kate Somerville,56.0,Skincare
P480162,Dior,60.0,Skincare
P460855,SEPHORA COLLECTION,7.0,Skincare
P384778,fresh,68.0,Skincare
P471003,Biossance,30.0,Skincare
P501005,Dr. Jart+,44.0,Skincare
P456399,Shiseido,40.0,Skincare
P306941,Kate Somerville,110.0,Skincare
P483679,OLEHENRIKSEN,48.0,Skincare
P467126,JLo Beauty,79.0,Skincare
P479971,Lancôme,140.0,Skincare
P405584,Drunk Elephant,16.0,Skincare
P453823,Peter Thomas Roth,55.0,Skincare
P474840,Kiehl's Since 1851,65.0,Skincare
P474832,fresh,28.0,Skincare
P457864,Kiehl's Since 1851,60.0,Skincare
P461439,Dr. Dennis Gross Skincare,32.0,Skincare
P421432,Murad,26.0,Skincare
P309306,Sunday Riley,72.0,Skincare
P475630,Youth To The People,16.0,Skincare
P201440,CLINIQUE,56.0,Skincare
P480177,Kiehl's Since 1851,60.0,Skincare
P443846,The INKEY List,12.99,Skincare
P442857,Dr. Jart+,20.0,Skincare
P500613,OLEHENRIKSEN,42.0,Skincare
P466154,Supergoop!,46.0,Skincare
P482298,Origins,40.0,Skincare
P503879,Farmacy,45.0,Skincare
P442839,Skinfix,42.0,Skincare
P432242,CLINIQUE,26.5,Skincare
P251529,Peter Thomas Roth,65.0,Skincare
P461949,La Mer,425.0,Skincare
P457008,Dr. Jart+,15.0,Skincare
P393076,First Aid Beauty,44.0,Skincare
P479354,The INKEY List,10.99,Skincare
P481972,Dior,50.0,Skincare
P500240,Dermalogica,65.0,Skincare
P442741,Peter Thomas Roth,125.0,Skincare
P442564,Herbivore,60.0,Skincare
P469482,Isle of Paradise,28.0,Skincare
P455241,KORA Organics,74.0,Skincare
P504986,Shiseido,38.0,Skincare
P399932,Peter Thomas Roth,32.0,Skincare
P448184,Dr. Jart+,25.0,Skincare
P467124,JLo Beauty,59.0,Skincare
P384821,CLINIQUE,34.5,Skincare
P442742,Peter Thomas Roth,55.0,Skincare
P463144,Youth To The People,48.0,Skincare
P446934,Murad,49.0,Skincare
P445832,Dermalogica,42.0,Skincare
P501165,WASO,36.0,Skincare
P392608,Peter Thomas Roth,60.0,Skincare
P420224,Caudalie,59.0,Skincare
P504125,Glow Recipe,32.0,Skincare
P468821,First Aid Beauty,44.0,Skincare
P500307,Fenty Skin,24.0,Skincare
P382204,Peter Thomas Roth,55.0,Skincare
P436387,Summer Fridays,49.0,Skincare
P447603,First Aid Beauty,24.0,Skincare
P446641,Josie Maran,66.0,Skincare
P414293,Farmacy,34.0,Skincare
P438619,SEPHORA COLLECTION,18.0,Skincare
P474304,Biossance,28.0,Skincare
P442003,fresh,25.0,Skincare
P453227,OLEHENRIKSEN,33.0,Skincare
P463353,Supergoop!,44.0,Skincare
P482551,Sunday Riley,65.0,Skincare
P459133,OLEHENRIKSEN,16.0,Skincare
P483076,Sunday Riley,22.0,Skincare
P422002,Kiehl's Since 1851,45.0,Skincare
P434546,OLEHENRIKSEN,60.0,Skincare
P474060,Kiehl's Since 1851,25.0,Skincare
P460723,SEPHORA COLLECTION,6.0,Skincare
P94812,Clarins,39.0,Skincare
P479304,Biossance,68.0,Skincare
P464238,Dr. Zenovia Skincare,79.0,Skincare
P443841,The INKEY List,10.99,Skincare
P440075,Sunday Riley,85.0,Skincare
P500857,Murad,45.0,Skincare
P407450,St. Tropez,34.0,Skincare
P472472,Kiehl's Since 1851,60.0,Skincare
P459127,Dr. Lara Devgan Scientific Beauty,50.0,Skincare
P7365,Murad,50.0,Skincare
P450614,The INKEY List,15.99,Skincare
P476843,Charlotte Tilbury,70.0,Skincare
P456414,KORRES,52.0,Skincare
P311143,Algenist,28.0,Skincare
P442743,Peter Thomas Roth,95.0,Skincare
P391802,Dr. Brandt Skincare,89.0,Skincare
P501187,WASO,28.0,Skincare
P415620,REN Clean Skincare,52.0,Skincare
P432049,Moon Juice,49.0,Skincare
P454086,Dr. Jart+,29.0,Skincare
P384537,Algenist,112.0,Skincare
P472453,Caudalie,45.0,Skincare
P481830,St. Tropez,48.0,Skincare
P442754,The Ordinary,12.2,Skincare
P429953,Supergoop!,26.0,Skincare
P471101,Skinfix,50.0,Skincare
P297531,Origins,49.0,Skincare
P173619,Shiseido,70.0,Skincare
P503999,Dior,100.0,Skincare
P454799,Moon Juice,25.0,Skincare
P501188,WASO,38.0,Skincare
P440504,Summer Fridays,54.0,Skincare
P470509,Augustinus Bader,290.0,Skincare
P433627,KORA Organics,52.0,Skincare
P461177,KORA Organics,18.0,Skincare
P428668,Wander Beauty,26.0,Skincare
P426080,fresh,69.0,Skincare
P501170,WASO,36.0,Skincare
P477985,Drunk Elephant,72.0,Skincare
P394124,Josie Maran,38.0,Skincare
P467248,Fenty Skin,34.0,Skincare
P482074,Summer Fridays,44.0,Skincare
P482741,Shiseido,38.0,Skincare
P479645,Murad,79.0,Skincare
P501171,WASO,38.0,Skincare
P481169,Tatcha,62.0,Skincare
P391799,fresh,96.0,Skincare
P466661,Farmacy,28.0,Skincare
P457521,Dr. Jart+,40.0,Skincare
P467137,Peter Thomas Roth,72.0,Skincare
P414737,tarte,25.0,Skincare
P502966,MERIT,38.0,Skincare
P196542,CLINIQUE,30.0,Skincare
P437981,Herbivore,50.0,Skincare
P416564,Biossance,34.0,Skincare
P457512,REN Clean Skincare,55.0,Skincare
P271682,Peter Thomas Roth,49.0,Skincare
P505024,Benefit Cosmetics,39.0,Skincare
P443359,Dermalogica,74.0,Skincare
P429250,Dr. Jart+,48.0,Skincare
P479330,LANEIGE,32.0,Skincare
P424988,TAN-LUXE,50.0,Skincare
P505054,Benefit Cosmetics,39.0,Skincare
P500744,SEPHORA COLLECTION,7.0,Skincare
P454085,Dr. Jart+,30.0,Skincare
P438620,SEPHORA COLLECTION,18.0,Skincare
P482540,Murad,69.0,Skincare
P467123,JLo Beauty,55.0,Skincare
P479706,Peter Thomas Roth,65.0,Skincare
P470243,Peter Thomas Roth,68.0,Skincare
P455237,alpyn beauty,60.0,Skincare
P502761,Lancôme,95.0,Skincare
P471111,Wishful,39.0,Skincare
P505020,Benefit Cosmetics,29.0,Skincare
P377577,CLINIQUE,40.0,Skincare
P442843,Skinfix,29.0,Skincare
P479362,Youth To The People,54.0,Skincare
P474939,Caudalie,30.0,Skincare
P196524,CLINIQUE,19.5,Skincare
P468684,KORA Organics,44.0,Skincare
P474079,Peter Thomas Roth,44.0,Skincare
P504071,ILIA,46.0,Skincare
P501176,Estée Lauder,42.0,Skincare
P442589,SEPHORA COLLECTION,8.0,Skincare
P470057,Supergoop!,38.0,Skincare
P503668,Skinfix,69.0,Skincare
P482321,Supergoop!,22.0,Skincare
P500288,Farmacy,60.0,Skincare
P442535,SEPHORA COLLECTION,15.0,Skincare
P481162,Shiseido,50.0,Skincare
P500993,Nécessaire,25.0,Skincare
P500471,Gucci,78.0,Skincare
P392248,Drunk Elephant,28.0,Skincare
P467122,JLo Beauty,49.0,Skincare
P439057,IT Cosmetics,45.0,Skincare
P268700,Murad,83.0,Skincare
P453226,Supergoop!,40.0,Skincare
P450262,The INKEY List,12.99,Skincare
P448719,Peter Thomas Roth,88.0,Skincare
P501189,WASO,25.0,Skincare
P407448,St. Tropez,46.0,Skincare
P481366,CAY SKIN,34.0,Skincare
P468411,SK-II,255.0,Skincare
P479705,Peter Thomas Roth,52.0,Skincare
P441220,First Aid Beauty,36.0,Skincare
P468637,Caudalie,30.0,Skincare
P481340,Dr. Dennis Gross Skincare,39.0,Skincare
P462390,Peter Thomas Roth,58.0,Skincare
P469506,Paula's Choice,55.0,Skincare
P375852,SK-II,145.0,Skincare
P479329,Kiehl's Since 1851,45.0,Skincare
P466163,Wishful,47.0,Skincare
P464243,Dr. Zenovia Skincare,30.0,Skincare
P473828,Dr. Jart+,40.0,Skincare
P429529,Dr. Jart+,7.0,Skincare
P476415,Skinfix,35.0,Skincare
P442758,The Ordinary,7.5,Skincare
P442871,The INKEY List,12.99,Skincare
P479632,Dr. Jart+,45.0,Skincare
P470507,Augustinus Bader,180.0,Skincare
P501028,Drunk Elephant,60.0,Skincare
P423142,Dermalogica,74.0,Skincare
P402944,Slip,89.0,Skincare
P467247,Fenty Skin,28.0,Skincare
P474340,KORRES,50.0,Skincare
P503693,Drunk Elephant,68.0,Skincare
P438617,SEPHORA COLLECTION,18.0,Skincare
P479348,Skinfix,30.0,Skincare
P480613,La Mer,180.0,Skincare
P482024,La Mer,125.0,Skincare
P500019,belif,38.0,Skincare
P438618,SEPHORA COLLECTION,12.0,Skincare
P442837,Skinfix,50.0,Skincare
P420158,fresh,48.0,Skincare
P501236,GUERLAIN,240.0,Skincare
P504007,Dr. Jart+,48.0,Skincare
P442990,REN Clean Skincare,40.0,Skincare
P460624,Dermalogica,39.5,Skincare
P377368,Kate Somerville,56.0,Skincare
P426829,IT Cosmetics,29.0,Skincare
P480606,goop,35.0,Skincare
P481732,REN Clean Skincare,69.0,Skincare
P454837,IT Cosmetics,58.0,Skincare
P503891,innisfree,29.0,Skincare
P456192,Prima,68.0,Skincare
P435386,Glow Recipe,21.0,Skincare
P476876,KORA Organics,58.0,Skincare
P282920,CLINIQUE,55.0,Skincare
P469503,Paula's Choice,13.0,Skincare
P450633,Sulwhasoo,40.0,Skincare
P476730,Sulwhasoo,13.0,Skincare
P475182,TULA Skincare,34.0,Skincare
P482757,TULA Skincare,12.0,Skincare
P469522,Paula's Choice,37.0,Skincare
P435800,Moon Juice,42.0,Skincare
P480285,Caudalie,85.0,Skincare
P270544,Bobbi Brown,58.0,Skincare
P434361,Origins,52.0,Skincare
P456206,St. Tropez,45.0,Skincare
P394826,HUM Nutrition,26.0,Skincare
P392239,Rosebud Perfume Co.,7.0,Skincare
P503052,HUM Nutrition,15.0,Skincare
P432262,St. Tropez,33.0,Skincare
P440498,Mario Badescu,17.0,Skincare
P428816,KORA Organics,42.0,Skincare
P475185,TULA Skincare,54.0,Skincare
P475203,TULA Skincare,26.0,Skincare
P462666,Clarins,90.0,Skincare
P454387,Supergoop!,38.0,Skincare
P454388,Supergoop!,15.0,Skincare
P427409,The Ordinary,8.3,Skincare
P444980,Youth To The People,42.0,Skincare
P443829,Isle of Paradise,32.0,Skincare
P217932,Lancôme,34.0,Skincare
P205614,Shiseido,65.0,Skincare
P456994,First Aid Beauty,36.0,Skincare
P412025,Peter Thomas Roth,55.0,Skincare
P9941,Murad,44.0,Skincare
P482264,Fenty Skin,35.0,Skincare
P423130,Dermalogica,65.0,Skincare
P427529,Kiehl's Since 1851,78.0,Skincare
P446419,KORA Organics,73.0,Skincare
P471037,iNNBEAUTY PROJECT,30.0,Skincare
P392249,Drunk Elephant,28.0,Skincare
P456582,Dermalogica,48.0,Skincare
P481832,St. Tropez,29.0,Skincare
P460701,SEPHORA COLLECTION,5.5,Skincare
P2043,Evian,14.0,Skincare
P503721,Peace Out,19.0,Skincare
P442867,Kate Somerville,98.0,Skincare
P374841,CLINIQUE,44.0,Skincare
P480192,Summer Fridays,42.0,Skincare
P456193,Prima,68.0,Skincare
P482323,Supergoop!,34.0,Skincare
P456400,St. Tropez,9.0,Skincare
P500138,Youth To The People,68.0,Skincare
P463665,Wishful,63.0,Skincare
P464239,Dr. Zenovia Skincare,38.0,Skincare
P503692,Fenty Skin,22.0,Skincare
P467976,Supergoop!,35.0,Skincare
P472469,iNNBEAUTY PROJECT,34.0,Skincare
P481697,Dermalogica,64.0,Skincare
P460856,SEPHORA COLLECTION,3.5,Skincare
P467971,REN Clean Skincare,51.0,Skincare
P475190,TULA Skincare,32.0,Skincare
P454102,Peter Thomas Roth,88.0,Skincare
P480461,Murad,42.0,Skincare
P504045,Supergoop!,46.0,Skincare
P475951,innisfree,30.0,Skincare
P415773,CLINIQUE,23.0,Skincare
P501199,WASO,30.0,Skincare
P472052,Peace Out,28.0,Skincare
P467120,JLo Beauty,39.0,Skincare
P453928,Murad,89.0,Skincare
P475124,La Mer,125.0,Skincare
P470227,Murad,85.0,Skincare
P415202,Kate Somerville,98.0,Skincare
P504042,Dr. Jart+,9.0,Skincare
P482681,IT Cosmetics,42.0,Skincare
P501178,WASO,45.0,Skincare
P173652,Shiseido,85.0,Skincare
P447596,The Ordinary,7.5,Skincare
P474822,Dermalogica,37.0,Skincare
P444970,Murad,79.0,Skincare
P444222,Saint Jane Beauty,125.0,Skincare
P446909,Supergoop!,44.0,Skincare
P472810,Dermalogica,145.0,Skincare
P466114,Caudalie,84.0,Skincare
P482325,Supergoop!,34.0,Skincare
P456571,Murad,88.0,Skincare
P417980,Murad,69.0,Skincare
P500756,First Aid Beauty,50.0,Skincare
P475135,Murad,30.0,Skincare
P457695,Kate Somerville,76.0,Skincare
P465741,alpyn beauty,56.0,Skincare
P470065,Youth To The People,38.0,Skincare
P447778,The INKEY List,12.99,Skincare
P469088,The INKEY List,11.99,Skincare
P478029,The INKEY List,5.99,Skincare
P433456,Peter Thomas Roth,68.0,Skincare
P503814,Dermalogica,92.0,Skincare
P400204,Herbivore,88.0,Skincare
P458917,Tata Harper,68.0,Skincare
P445833,Dermalogica,75.0,Skincare
P479903,Herbivore,60.0,Skincare
P407444,Herbivore,14.0,Skincare
P481833,Sulwhasoo,260.0,Skincare
P474075,Murad,44.0,Skincare
P504001,Dr. Jart+,39.0,Skincare
P501288,Paula's Choice,39.0,Skincare
P504064,Dr. Jart+,15.0,Skincare
P483138,SEPHORA COLLECTION,20.0,Skincare
P503651,OLEHENRIKSEN,60.0,Skincare
P436353,fresh,26.0,Skincare
P467750,Caudalie,69.0,Skincare
P472021,DAMDAM,48.0,Skincare
P453929,Murad,88.0,Skincare
P388200,Algenist,38.0,Skincare
P503642,Biossance,56.0,Skincare
P475181,TULA Skincare,30.0,Skincare
P467647,SEPHORA COLLECTION,12.0,Skincare
P475629,Wishful,43.0,Skincare
P479732,The Ordinary,7.2,Skincare
P416923,Youth To The People,38.0,Skincare
P457522,Dr. Jart+,42.0,Skincare
P455929,Shani Darden Skin Care,38.0,Skincare
P397624,Dr. Jart+,9.0,Skincare
P459130,Dr. Lara Devgan Scientific Beauty,245.0,Skincare
P406104,Peter Thomas Roth,75.0,Skincare
P479633,Dr. Jart+,9.0,Skincare
P432048,Tata Harper,92.0,Skincare
P482008,Isle of Paradise,32.0,Skincare
P462344,Dermalogica,64.0,Skincare
P455924,La Mer,260.0,Skincare
P483137,SEPHORA COLLECTION,20.0,Skincare
P433457,Peter Thomas Roth,62.0,Skincare
P4032,Murad,42.0,Skincare
P453826,Lancôme,135.0,Skincare
P441323,Glow Recipe,10.0,Skincare
P467652,SEPHORA COLLECTION,5.0,Skincare
P397310,Dr. Brandt Skincare,59.0,Skincare
P446422,Kiehl's Since 1851,48.0,Skincare
P423150,Dermalogica,43.0,Skincare
P443351,Dermalogica,13.0,Skincare
P482329,Youth To The People,69.0,Skincare
P467111,Dermalogica,86.0,Skincare
P421600,Herbivore,39.0,Skincare
P455242,Summer Fridays,35.0,Skincare
P503913,Kiehl's Since 1851,48.0,Skincare
P444226,Farmacy,48.0,Skincare
P482692,LANEIGE,45.0,Skincare
P423123,Dermalogica,65.0,Skincare
P450244,The INKEY List,15.99,Skincare
P467118,JLo Beauty,49.0,Skincare
P422013,Kiehl's Since 1851,38.0,Skincare
P411254,Dr. Brandt Skincare,75.0,Skincare
P459128,Dr. Lara Devgan Scientific Beauty,145.0,Skincare
P434550,Murad,97.0,Skincare
P470221,Kiehl's Since 1851,60.0,Skincare
P474825,Dr. Dennis Gross Skincare,71.0,Skincare
P432823,Mount Lai,30.0,Skincare
P460514,LANEIGE,34.0,Skincare
P454100,Herbivore,58.0,Skincare
P469537,Sulwhasoo,58.0,Skincare
P430818,tarte,15.0,Skincare
P464245,Dr. Zenovia Skincare,42.0,Skincare
P440482,Mario Badescu,7.0,Skincare
P449188,Farmacy,36.0,Skincare
P483664,Kiehl's Since 1851,60.0,Skincare
P430903,MILK MAKEUP,36.0,Skincare
P501581,Fenty Skin,14.0,Skincare
P409630,tarte,22.0,Skincare
P504639,OLEHENRIKSEN,34.0,Skincare
P467630,Lancôme,82.0,Skincare
P380000,Estée Lauder,36.0,Skincare
P469118,Dermalogica,69.0,Skincare
P467617,Dr. Zenovia Skincare,35.0,Skincare
P435209,Dr. Brandt Skincare,72.0,Skincare
P500894,Fenty Skin,34.0,Skincare
P455365,The INKEY List,7.99,Skincare
P455900,The Ordinary,5.0,Skincare
P454389,Supergoop!,21.0,Skincare
P480447,iNNBEAUTY PROJECT,35.0,Skincare
P436891,Herbivore,32.0,Skincare
P501282,Paula's Choice,45.0,Skincare
P443838,The INKEY List,12.99,Skincare
P460513,LANEIGE,27.0,Skincare
P456572,Murad,67.0,Skincare
P423254,Peter Thomas Roth,55.0,Skincare
P455894,First Aid Beauty,36.0,Skincare
P500618,KORA Organics,44.0,Skincare
P472302,alpyn beauty,58.0,Skincare
P201439,CLINIQUE,26.5,Skincare
P464241,Dr. Zenovia Skincare,25.0,Skincare
P474826,Dr. Dennis Gross Skincare,76.0,Skincare
P294018,Koh Gen Do,23.0,Skincare
P439927,Kate Somerville,72.0,Skincare
P122727,CLINIQUE,54.0,Skincare
P501321,Saint Jane Beauty,38.0,Skincare
P448181,DERMAFLASH,99.0,Skincare
P244701,CLINIQUE,29.0,Skincare
P456988,Isle of Paradise,35.0,Skincare
P467251,Fenty Skin,45.0,Skincare
P457510,HUM Nutrition,26.0,Skincare
P504044,Josie Maran,54.0,Skincare
P469439,Biossance,16.0,Skincare
P450632,Sulwhasoo,38.0,Skincare
P476731,Sulwhasoo,12.0,Skincare
P404794,MILK MAKEUP,32.0,Skincare
P397623,Dr. Jart+,7.0,Skincare
P402014,Sunday Riley,50.0,Skincare
P475194,TULA Skincare,56.0,Skincare
P482061,Peter Thomas Roth,38.0,Skincare
P474332,IT Cosmetics,29.0,Skincare
P479692,Dermalogica,59.0,Skincare
P9939,Murad,42.0,Skincare
P439643,CLINIQUE,41.0,Skincare
P474330,IT Cosmetics,29.0,Skincare
P475086,Dermalogica,69.0,Skincare
P475159,REN Clean Skincare,60.0,Skincare
P479340,Peace Out,34.0,Skincare
P122782,CLINIQUE,31.5,Skincare
P474333,IT Cosmetics,29.0,Skincare
P385631,CLINIQUE,32.5,Skincare
P459129,Dr. Lara Devgan Scientific Beauty,215.0,Skincare
P482006,innisfree,26.0,Skincare
P479351,Supergoop!,46.0,Skincare
P429954,Tata Harper,88.0,Skincare
